id,contract_reference,payment_date,type,amount_paid
292536,C647830017,2022-02-01T12:02:39.109486,,100.00
293631,C72840010,2022-02-02,,238.00
294648,C696820018,2022-02-02T21:39:23.576075,,200.00
295140,C691960017,2022-02-03T06:48:47.383954,,400.00
295388,C45130010,2022-02-02T19:44:11.736039,,120.00
295954,C77400018,2022-02-03T11:36:18.754248,,600.00
297241,C564220010,2022-02-03T19:27:44.34405,,200.00
299386,C45230018,2022-02-04T17:09:44.083095,,71.00
299498,C678290016,2022-02-04T17:46:21.747006,,200.00
299781,C654200013,2022-02-04T19:47:52.462596,,60.00
300163,C698210010,2022-02-05T07:05:54.355804,,375.00
301060,C45230018,2022-02-05T16:48:07.229521,,60.00
302465,C45230018,2022-02-06T17:05:49.487121,,77.00
304699,C692650013,2022-02-07T13:07:56.516479,,100.00
304845,C379060015,2022-02-04T13:53:22.56544,,140.00
305131,C696040013,2022-02-07T16:00:43.894077,,100.00
305489,C45120011,2022-02-07T18:00:20.3474,,400.00
307897,C610620015,2022-02-08T17:47:29.404398,,800.00
308135,C654200013,2022-02-08T19:45:53.33543,,50.00
310383,C647830017,2022-02-09T17:51:21.214935,,100.00
310838,C696820018,2022-02-10T05:20:41.176564,,127.00
311468,C43090018,2022-02-10T08:54:03.651776,,100.00
314149,C689240018,2022-02-10T19:04:44.019788,,100.00
314175,C654200013,2022-02-10T19:32:53.528307,,30.00
315160,C601090012,2022-02-11T10:32:00.51454,,290.00
316284,C680810017,2022-02-11T18:26:11.399707,,60.00
316310,C647830017,2022-02-11T18:38:49.941416,,50.00
317279,C45280013,2022-02-12T15:02:32.960324,,70.00
317768,C654200013,2022-02-12T19:24:41.013996,,30.00
321632,C63400014,2022-02-14T14:41:29.405493,,1000.00
322752,C437000011,2022-02-15T13:19:52.329934,,700.00
322794,C647830017,2022-02-15T13:32:50.402789,,50.00
324472,C647830017,2022-02-16T09:39:50.195778,,70.00
325756,C654200013,2022-02-16T19:36:22.757854,,60.00
326754,C55130017,2022-02-17T10:54:34.55012,,200.00
327631,C102110012,2022-02-17T17:27:50.377406,,175.00
329789,C647830017,2022-02-18T16:42:36.051588,,100.00
329957,C71030019,2022-02-18T17:11:45.234236,,100.00
330319,C670500016,2022-02-19T03:52:29.086372,,250.00
330730,C696820018,2022-02-19T08:50:39.823624,,500.00
330868,C696820018,2022-02-19T11:21:49.118088,,5.00
331151,C675700017,2022-02-19T15:30:58.58286,,110.00
331301,C647830017,2022-02-19T16:58:16.025787,,100.00
331558,C654200013,2022-02-19T19:20:07.621415,,60.00
334350,C696040013,2022-02-21T16:41:39.350919,,100.00
334685,C654200013,2022-02-21T19:21:56.789937,,60.00
334824,C53720017,2022-02-18T10:17:30.933439,,20.00
335669,C696820018,2022-02-22T10:46:06.613086,,10.00
336264,C647830017,2022-02-22T14:57:00.118871,,70.00
337622,C420000010,2022-02-23T10:09:29.550205,,200.00
338815,C654200013,2022-02-23T18:49:44.165337,,60.00
338826,C699120010,2022-02-23T19:00:41.500034,,150.00
340505,C654200013,2022-02-24T16:45:54.598856,,60.00
341984,C654200013,2022-02-25T19:24:21.620797,,60.00
343045,C694960014,2022-02-27T08:43:02.29576,,600.00
343552,C699120010,2022-02-27T16:02:28.740616,,1640.00
345607,C65810012,2022-02-28T16:31:06.303342,,200.00
345783,C559350012,2022-02-28T17:34:28.400963,,200.00
346526,C55560015,2022-03-01T08:11:18.961631,,500.00
349993,C680810017,2022-03-02T14:47:39.984404,,100.00
350148,C647180017,2022-03-02T16:23:55.851208,,500.00
351120,C57100018,2022-03-03T07:44:59.600288,,250.00
351660,C670500016,2022-03-03T10:52:05.506405,,400.00
352440,C46690012,2022-03-03T16:36:52.50295,,4200.00
353621,C57100018,2022-03-04T10:09:08.836003,,50.00
353931,C437000011,2022-03-04T12:02:16.189617,,200.00
356014,C45280013,2022-03-05T17:05:19.693308,,250.00
356028,C45280013,2022-03-05T17:08:37.99335,,4.00
356283,C654200013,2022-03-05T19:28:19.09344,,90.00
356498,C45280013,2022-03-06T07:11:35.804387,,100.00
356556,C696820018,2022-03-06T08:54:10.886268,,10.00
357069,C654200013,2022-03-06T17:24:37.123487,,30.00
358292,C49700016,2022-03-07T10:59:58.149266,,5000.00
359396,C45280013,2022-03-07T18:16:28.73234,,10.00
360491,C45280013,2022-03-08T09:38:46.558142,,300.00
362341,C615570017,2022-03-08T18:41:06.811725,,100.00
362416,C654200013,2022-03-08T19:33:22.674265,,90.00
362504,C691960017,2022-03-09T04:31:58.31843,,400.00
364630,C654200013,2022-03-09T19:43:31.027278,,60.00
364673,C45280013,2022-03-10T03:34:17.089687,,10.00
366348,C420000010,2022-03-10T15:20:06.69777,,200.00
366462,C689240018,2022-03-10T16:25:29.641006,,150.00
366769,C70700018,2022-03-10T18:27:56.6933,,100.00
367432,C50100015,2022-01-27T19:02:45.701556,,3.00
367433,C50100015,2022-03-10T18:17:36.02999,,50.00
368542,C42500017,2022-03-11T15:33:12.879158,,1000.00
370576,C53030011,2022-03-13T08:39:59.894907,,100.00
370954,C700350010,2022-03-13T16:17:58.508026,,50.00
371448,C700860018,2022-03-14T05:44:44.635735,,50.00
371451,C700860018,2022-03-14T05:47:16.605731,,1000.00
372366,C67440016,2022-03-14T11:23:07.319348,,1000.00
373715,C55560015,2022-03-15T07:25:37.663095,,500.00
375233,C70700018,2022-03-15T17:58:39.735235,,100.00
377271,C45280013,2022-03-16T16:53:37.549599,,10.00
377374,C64610017,2022-03-16T17:41:23.277169,,1000.00
377387,C46840013,2022-03-16T17:46:49.151174,,200.00
378799,C647830017,2022-03-17T12:19:40.666484,,100.00
379985,C41870015,2022-03-18T07:27:47.735315,,80.00
381519,C77940013,2022-03-18T18:40:07.173812,,1000.00
382767,C654200013,2022-03-19T17:07:38.81808,,90.00
383710,C654200013,2022-03-20T17:34:36.051171,,90.00
384708,C45540010,2022-03-21T10:41:29.285018,,3000.00
384942,C78010014,2022-03-21T12:07:42.547991,Manual Discount,0.00
385648,C46840013,2022-03-21T17:32:11.926773,,100.00
385872,C654200013,2022-03-22T03:59:14.066969,,60.00
386077,C54390018,2022-03-22T06:37:40.321709,,6000.00
386300,C44620011,2022-03-22T08:19:12.249121,,500.00
386657,C42500017,2022-03-21,,128.00
386658,C43450014,2022-03-21,,100.00
386660,C45230018,2022-03-21,,79.00
386661,C46630018,2022-03-21,,153.00
386663,C41870015,2022-03-21,,132.00
386667,C37840014,2022-03-21,,3.00
386670,C51350015,2022-03-21,,23.00
386671,C46690012,2022-03-21,,232.00
386674,C46840013,2022-03-22T09:05:25.46388,,196.00
386676,C50100015,2022-03-21,,128.00
386679,C57100018,2022-03-21,,130.00
386682,C56390016,2022-03-21,,89.00
386686,C47390018,2022-03-21,,179.00
386691,C45160017,2022-03-21,,213.00
386692,C61160016,2022-03-21,,195.00
386693,C45120011,2022-03-21,,114.00
386694,C50770015,2022-03-21,,107.00
386696,C65810012,2022-03-21,,89.00
386698,C65860017,2022-03-21,,54.00
386700,C63490015,2022-03-21,,73.00
386702,C70030010,2022-03-21,,76.00
386703,C70360011,2022-03-21,,104.00
386704,C73260010,2022-03-21,,222.00
386708,C70700018,2022-03-21,,240.00
386709,C47530019,2022-03-21,,1974.00
386710,C51360014,2022-03-21,,229.00
386713,C63600019,2022-03-21,,121.00
386714,C74880014,2022-03-21,,33.00
386715,C64610017,2022-03-21,,245.00
386716,C45930013,2022-03-21,,192.00
386718,C76320019,2022-03-21,,156.00
386720,C45620010,2022-03-21,,165.00
386722,C44620011,2022-03-22T09:05:40.176162,,201.00
386723,C77940013,2022-03-21,,195.00
386724,C77380012,2022-03-21,,247.00
386726,C72840010,2022-03-21,,221.00
386727,C52180015,2022-03-21,,99.00
386728,C77030013,2022-03-21,,35.00
386729,C71030019,2022-03-21,,197.00
386730,C70350012,2022-03-21,,136.00
387415,C559350012,2022-03-22T10:39:52.269686,,150.00
388415,C654200013,2022-03-22T19:38:19.198466,,60.00
388871,C57210015,2022-03-23T07:36:22.363986,,1000.00
389412,C41540014,2022-03-23T11:01:14.909217,,135.00
390416,C654200013,2022-03-23T18:41:44.640215,,100.00
391165,C44620011,2022-03-24T09:17:01.885074,,600.00
392285,C698210010,2022-03-24T19:08:34.298054,,376.00
392286,C654200013,2022-03-24T19:09:34.609632,,45.00
392353,C68190016,2022-03-25T04:17:27.915663,,1240.00
393043,C601090012,2022-03-25T09:38:50.615589,,100.00
395112,C420000010,2022-03-26T15:04:22.719992,,100.00
395568,C45280013,2022-03-27T07:46:24.669423,,300.00
398407,C670500016,2022-03-29T11:00:11.490728,,500.00
398880,C689240018,2022-03-29T13:19:56.59266,,200.00
400907,C77400018,2022-03-30T10:04:09.643971,,2900.00
402797,C49710015,2022-03-31T07:41:07.634298,,2000.00
403143,C46840013,2022-03-31T10:13:18.147918,,400.00
407013,C694960014,2022-04-02T16:16:47.050155,,600.00
407195,C46840013,2022-04-02T17:37:19.760095,,100.00
408436,C654200013,2022-04-03T19:29:56.553261,,100.00
410772,C654200013,2022-04-04T18:26:01.360695,,60.00
412879,C44620011,2022-04-05T18:49:38.373083,,300.00
413438,C49700016,2022-04-06T07:26:59.559477,,1686.00
413653,C670500016,2022-04-06T08:51:20.760283,,375.00
413784,C77940013,2022-04-06T10:01:09.735187,,500.00
415231,C46840013,2022-04-07T06:39:59.473265,,550.00
416203,C691960017,2022-04-07T14:49:20.707043,,1000.00
416577,C615570017,2022-04-07T18:22:51.645207,,200.00
416636,C654200013,2022-04-07T18:59:57.99193,,100.00
418219,C694960014,2022-04-08T17:17:58.042296,,60.00
418424,C654200013,2022-04-08T19:20:16.04453,,60.00
420477,C698210010,2022-04-10T17:40:31.497916,,380.00
420675,C70700018,2022-04-10T20:44:29.208099,,100.00
422042,C694960014,2022-04-11T17:29:18.456053,,100.00
422629,C102110012,2022-04-12T07:30:18.392965,,170.00
423086,C65810012,2022-04-12T11:52:31.978353,,200.00
424677,C46630018,2022-04-13T11:25:36.902192,,945.00
425009,C700350010,2022-04-13T15:03:24.258338,,50.00
425379,C70700018,2022-04-13T18:05:16.648417,,100.00
428486,C700350010,2022-04-16T16:21:33.440475,,50.00
428745,C654200013,2022-04-16T18:44:46.997655,,100.00
429023,C670500016,2022-04-17T08:39:08.689001,,200.00
429788,C678290016,2022-04-18T08:43:14.072277,,100.00
430536,C615570017,2022-04-18T19:20:01.674615,,200.00
431724,C696820018,2022-04-19T12:11:43.493983,,10.00
432235,C654200013,2022-04-19T17:43:58.280873,,50.00
433985,C79210019,2022-04-21T07:27:15.581012,,900.00
435004,C654200013,2022-04-21T19:00:11.391331,,60.00
437135,C610620015,2022-04-23T14:17:22.771121,,1000.00
437818,C420000010,2022-04-24T13:49:01.100357,,100.00
440499,C55560015,2022-04-26T14:17:33.303531,,500.00
441626,C670500016,2022-04-27T12:24:07.106593,,490.00
442268,C49710015,2022-04-28T05:24:02.780916,,500.00
443334,C654200013,2022-04-28T18:13:57.978593,,70.00
444500,C44620011,2022-04-30T07:29:30.237028,,280.00
444865,C55130017,2022-04-30T16:10:53.46975,,100.00
445445,C45280013,2022-05-01T10:43:15.877833,,50.00
445725,C420000010,2022-05-01T15:33:45.177319,,300.00
446411,C45280013,2022-05-02T12:46:05.306947,,400.00
446886,C654200013,2022-05-02T18:50:25.910823,,100.00
447841,C654200013,2022-05-03T18:39:32.587546,,55.00
448742,C696820018,2022-05-04T11:17:00.745085,,5.00
449908,C680810017,2022-05-05T08:22:24.883585,,300.00
450616,C647830017,2022-05-05T16:56:17.356803,,100.00
451632,C691960017,2022-05-06T13:25:36.499863,,250.00
452074,C70350012,2022-05-06T17:37:28.842777,,500.00
454602,C689240018,2022-05-09T06:18:08.364782,,200.00
455263,C420000010,2022-05-09T11:22:46.484868,,300.00
455311,C670500016,2022-05-09T12:02:21.920618,,400.00
455863,C601090012,2022-05-09T16:24:27.582214,,10.00
457771,C70700018,2022-05-10T19:18:10.95746,,100.00
457783,C70700018,2022-05-10T19:30:34.870281,,100.00
459992,C694960014,2022-05-12T10:57:42.917645,,100.00
460384,C277970018,2022-05-12T15:44:26.856926,,100.00
462482,C44620011,2022-05-14T07:20:55.61583,,100.00
462506,C437000011,2022-05-14T07:38:07.939237,,300.00
584684,C45620010,2022-07-20T08:07:07.640611,,500.00
584897,C45930013,2022-07-20T09:05:16.693911,,507.00
726318,C49710015,2022-09-15T18:19:25.920902,,7.00
585068,C45930013,2022-07-20T10:05:39.151373,,2000.00
464401,C63400014,2022-05-16T08:02:10.900494,,2000.00
466646,C405870023,2022-05-17T18:40:16.40187,,1000.00
585526,C53830014,2022-07-20T12:27:14.984619,,600.00
467798,C420000010,2022-05-18T14:34:23.15609,,100.00
727022,C73550014,2022-09-16T08:26:07.242982,,2514.70
470962,C70700018,2022-05-20T17:58:55.916897,,100.00
470442,C67470013,2022-05-20T11:54:38.051852,,1500.00
471243,C45280013,2022-05-21T06:34:36.614702,,100.00
471951,C700350010,2022-05-21T17:12:43.911622,,19.00
586729,C50100015,2022-07-20T18:27:09.818637,,1000.00
586768,C405870023,2022-07-20T18:37:40.342249,,500.00
586794,C420000010,2022-07-20T18:46:33.677389,,150.00
474899,C46840013,2022-05-24T11:26:21.679749,,600.00
475208,C67470013,2022-05-24T14:46:17.037143,,1000.00
476118,C67470013,2022-05-25T08:39:42.04101,,500.00
476247,C45620010,2022-05-25T10:14:43.706983,,100.00
587343,C45280013,2022-07-21T06:33:05.791897,,300.00
478153,C70350012,2022-05-26T16:04:06.17679,,1450.00
480089,C55560015,2022-05-28T07:26:05.842479,,500.00
480133,C67470013,2022-05-28T07:58:53.956229,,600.00
481029,C700350010,2022-05-29T06:17:39.302373,,5.00
727626,C45280013,2022-09-16T11:14:40.100679,,300.00
482343,C67470013,2022-05-30T10:14:59.790216,,1900.00
482465,C670500016,2022-05-30T11:31:18.221642,,367.00
482552,C45280013,2022-05-30T12:12:29.428723,,40.00
589378,C437000011,2022-07-21T16:38:55.575278,,800.00
486026,C70700018,2022-06-01T18:00:10.234381,,100.00
487126,C696820018,2022-06-02T10:56:14.419007,,5.00
489115,C54540018,2022-06-03,,513.00
492001,C102110012,2022-06-04T10:45:01.734266,,300.00
489769,C58720012,2022-06-03,,211.00
489909,C53150017,2022-06-03,,211.00
493188,C420000010,2022-06-05T11:49:55.547689,,80.00
492840,C55130017,2022-06-05T04:21:02.80606,,500.00
495333,C79210019,2022-06-06T14:57:35.677365,,10000.00
498029,C70700018,2022-06-07T18:46:47.483818,,100.00
497383,C44620011,2022-06-07T13:34:13.633773,,250.00
497533,C46840013,2022-06-07T15:00:41.432082,,200.00
499761,C46840013,2022-06-08T16:23:11.945425,,100.00
498344,C696040013,2022-06-08T06:27:06.75745,,100.00
501487,C45280013,2022-06-09T12:00:11.277351,,50.00
501932,C45280013,2022-06-09T15:31:06.251037,,300.00
503282,C102110012,2022-06-10T10:10:25.713475,,180.00
621255,C77940013,2022-08-03T13:20:50.224782,,1000.00
506968,C46840013,2022-06-13T05:24:45.96834,,100.00
508684,C70700018,2022-06-13T18:24:27.229142,,100.00
508691,C670500016,2022-06-13T18:30:23.851614,,200.00
593975,C420000010,2022-07-23T11:45:40.719592,,100.00
511660,C67470013,2022-06-15T10:09:05.882388,,340.00
514180,C420000010,2022-06-16T13:03:24.880363,,100.00
514258,C678290016,2022-06-16T13:41:02.787592,,20.00
514672,C70700018,2022-06-16T17:32:49.93087,,100.00
596923,C77380012,2022-07-25T07:32:11.148088,,2000.00
516818,C670500016,2022-06-18T04:50:12.01573,,199.00
517339,C678290016,2022-06-18T13:58:49.518292,,50.00
520508,C53030011,2022-06-20T17:31:55.010125,,500.00
600680,C45930013,2022-07-26T11:16:50.261233,,500.00
600856,C46840013,2022-07-26T12:23:11.695799,,300.00
522226,C696040013,2022-06-21T14:42:19.913941,,40.00
731517,C53890018,2022-09-18T16:42:54.93659,,73.00
603912,C696040013,2022-07-27T15:03:43.590352,,100.00
604312,C647830017,2022-07-27T17:04:20.951876,,100.00
527981,C47390018,2022-06-24T11:59:01.239436,,300.00
605917,C670500016,2022-07-28T10:53:32.204944,,200.00
529762,C59110015,2022-06-25T16:06:06.004701,,500.00
529878,C46840013,2022-06-25T16:52:13.505331,,300.00
732784,C437000011,2022-09-19T09:10:19.032179,,700.00
530584,C47390018,2022-06-26T11:53:14.228373,,300.00
530672,C63600019,2022-06-26T13:27:00.103689,,1000.00
606494,C647830017,2022-07-28T15:01:57.990835,,100.00
530946,C696040013,2022-06-26T16:04:06.094616,,20.00
532015,C379060015,2022-06-27T08:32:01.14585,,150.00
532950,C564220010,2022-06-27T15:36:26.24179,,1400.00
533309,C437000011,2022-06-27T17:58:24.935234,,400.00
533329,C559350012,2022-06-27T18:09:01.401091,,200.00
533444,C696040013,2022-06-27T19:38:14.890976,,40.00
533495,C670500016,2022-06-28T03:25:52.282782,,300.00
533630,C420000010,2022-06-28T05:39:05.709318,,250.00
534769,C55560015,2022-06-28T13:35:52.617192,,500.00
535818,C670500016,2022-06-29T05:47:27.513489,,250.00
537214,C277970018,2022-06-29T15:18:38.329112,,300.00
540094,C44620011,2022-06-30T18:39:06.265716,,200.00
611194,C70700018,2022-07-30T18:41:53.400871,,100.00
611575,C45280013,2022-07-31T06:30:09.930191,,200.00
540764,C45280013,2022-07-01T08:45:28.868099,,600.00
540870,C670500016,2022-07-01T09:53:27.983118,,250.00
611768,C670500016,2022-07-31T09:22:50.443137,,300.00
541195,C689240018,2022-07-01T12:48:31.340515,,200.00
542150,C45280013,2022-07-01T19:10:35.554518,,30.00
611832,C688510015,2022-07-31T10:42:10.893069,,400.00
611928,C53030011,2022-07-31T12:12:32.998932,,1000.00
623348,C610620015,2022-08-04T07:58:27.501595,,500.00
542595,C45280013,2022-07-02T07:42:10.703785,,200.00
612933,C53890018,2022-08-01T02:34:28.934094,,800.00
614604,C437000011,2022-08-01T12:43:47.630617,,500.00
545448,C46840013,2022-07-04T04:13:31.780848,,100.00
546471,C700350010,2022-07-04T11:17:19.791822,,3.00
548278,C45280013,2022-07-05T05:06:40.684216,,50.00
549413,C67470013,2022-07-05T10:13:50.427759,,650.00
617692,C49710015,2022-08-02T11:56:57.057308,,3070.00
552342,C64610017,2022-07-06T11:18:20.049295,,500.00
553415,C46840013,2022-07-06T17:18:57.124126,,100.00
553700,C70700018,2022-07-06T18:31:58.590491,,200.00
555310,C437000011,2022-07-07T11:38:13.766495,,200.00
555312,C437000011,2022-07-07T11:39:12.63542,,50.00
555325,C437000011,2022-07-07T11:42:34.880356,,40.00
624453,C70350012,2022-08-04T13:01:37.946237,,500.00
624931,C53030011,2022-08-04T15:25:43.350557,,500.00
557642,C102110012,2022-07-08T10:11:33.050386,,200.00
625867,C63600019,2022-08-04T19:28:27.166312,,1000.00
558887,C647830017,2022-07-08T17:39:13.136377,,10.00
558906,C647830017,2022-07-08T17:43:53.518846,,190.00
560856,C45280013,2022-07-10T04:49:59.581859,,200.00
562019,C601090012,2022-07-10T18:24:35.881051,,150.00
562637,C57100018,2022-07-11T08:33:53.157439,,200.00
628770,C68190016,2022-08-05T19:16:12.094234,,1500.00
629209,C691960017,2022-08-06T06:33:52.240432,,20.00
563530,C452250012,2022-07-11T16:33:40.521264,,5000.00
631064,C45280013,2022-08-07T04:26:47.760342,,300.00
565414,C102110012,2022-07-12T10:41:42.275832,,200.00
565853,C420000010,2022-07-12T12:52:07.783083,,200.00
566162,C420000010,2022-07-12T14:27:48.465937,,150.00
632027,C56390016,2022-08-07T15:03:11.987668,,500.00
567627,C68190016,2022-07-13T08:05:15.882317,,100.00
741773,C45280013,2022-09-23T09:24:36.700663,,744.00
568375,C77920015,2022-07-13T12:06:40.575376,,400.00
571953,C647830017,2022-07-14T17:43:47.570368,,100.00
572237,C57100018,2022-07-14T19:23:54.029957,,70.00
572363,C67440016,2022-07-15T04:50:21.682207,,1000.00
576482,C55130017,2022-07-16T16:59:57.32979,,500.00
576776,C70700018,2022-07-16T18:22:58.549401,,200.00
579149,C688510015,2022-07-18T09:48:28.743282,,2000.00
638665,C689240018,2022-08-11T11:39:50.328688,,700.00
640624,C45540010,2022-08-12T11:51:05.733225,,1000.00
640674,C420000010,2022-08-12T12:12:09.924241,,200.00
747855,C77400018,2022-09-27T06:17:27.144018,,1222.00
747861,C77400018,2022-09-27T06:18:33.192934,,50.00
644060,C45280013,2022-08-14T08:44:18.143168,,200.00
644576,C699120010,2022-08-14T15:06:10.655325,,800.00
646187,C277970018,2022-08-15T12:06:12.146846,,200.00
750303,C77400018,2022-09-28T07:41:13.234706,,500.00
647354,C670500016,2022-08-16T05:48:59.109527,,400.00
647937,C55270011,2022-08-16T10:29:05.602926,,3000.00
752030,C405870023,2022-09-28T18:54:45.255751,,500.00
752298,C670500016,2022-09-29T06:10:03.558577,,800.00
753611,C437000011,2022-09-29T16:13:38.28883,,200.00
658475,C63600019,2022-08-21T18:19:57.407309,,200.00
661789,C601090012,2022-08-23T06:30:39.868902,,80.00
666957,C45540010,2022-08-24,,80.00
669924,C63400014,2022-08-25T07:19:28.672179,,5000.00
758458,C698210010,2022-10-02T07:14:23.447578,,500.00
671400,C73980013,2022-08-25T13:40:23.009197,,400.00
673484,C77940013,2022-08-26T09:20:11.814685,,500.00
675953,C45280013,2022-08-27T06:25:43.742937,,200.00
676068,C54390018,2022-08-27T07:15:59.479036,,1500.00
677115,C437000011,2022-08-27T15:35:21.029141,,500.00
677561,C45280013,2022-08-27T17:54:36.86439,,120.00
677784,C45930013,2022-08-28T00:03:05.3777,,200.00
677905,C610620015,2022-08-28T05:32:38.883656,,200.00
761827,C405870023,2022-10-04T08:57:51.702827,,500.00
682752,C700860018,2022-08-30T07:40:06.378085,,1000.00
763067,C610620015,2022-10-04T17:07:36.076726,,2000.00
763191,C405870023,2022-10-04T18:10:16.930467,,1000.00
685571,C55270011,2022-08-31T05:09:48.674018,,1000.00
688008,C688510015,2022-08-31T15:28:46.88113,,1200.00
688180,C696040013,2022-08-31T16:01:51.889887,,100.00
689408,C63400014,2022-09-01T05:14:40.637376,,1332.00
605498,C41870015,2022-07-28T08:12:23.731229,,1000.00
689884,C41870015,2022-09-01T07:38:37.195504,Reversed Contract Payment,-1000.00
691302,C56140015,2022-09-01T13:12:07.339253,,855.94
691309,C67470013,2022-09-01T13:15:13.706067,,1000.00
692317,C45280013,2022-09-01T17:01:09.204213,,300.00
692472,C46840013,2022-09-01T17:26:47.261402,,500.00
694853,C420000010,2022-09-02T11:26:13.893001,,100.00
697505,C45120011,2022-09-03T12:52:38.757985,,500.00
698587,C45280013,2022-09-04T06:10:31.345128,,50.00
699506,C420000010,2022-09-04T16:38:51.358986,,100.00
700439,C420000010,2022-09-05T07:02:29.54691,,1200.00
701026,C67470013,2022-09-05T09:54:42.195767,,1000.00
702191,C79210019,2022-09-05T16:42:27.887838,,9000.00
703408,C670500016,2022-09-06T07:35:16.444677,,400.00
703720,C79210019,2022-09-06T08:37:23.987286,,528.90
704094,C405870023,2022-09-06T10:11:55.699237,,250.00
708511,C67470013,2022-09-07T12:06:16.273637,,180.00
710982,C54540018,2022-09-08T11:31:55.748564,,1277.00
712366,C45280013,2022-09-09T00:57:51.197637,,200.00
712467,C67440016,2022-09-09T04:44:29.531567,,434.00
712513,C54390018,2022-09-09T05:13:01.402769,,692.00
714042,C55270011,2022-09-09T12:45:59.14687,,2000.00
716034,C77030013,2022-09-10T14:28:27.676245,,700.00
720481,C50100015,2022-09-12T20:14:39.835503,,1504.00
721858,C50100015,2022-09-13T19:24:05.584879,,1.00
721965,C67470013,2022-09-14T04:48:47.042668,,2.00
723503,C670500016,2022-09-14T15:36:12.755528,,200.00
724236,C405870023,2022-09-15T05:55:23.496701,,300.00
724441,C45540010,2022-09-15T06:59:29.438222,,3212.00
